timestamp,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0.030211925506591797,-2544.0,-22160.0,-14156.0,-804.0,-8174.0,1711.0,204.0,5336.0,-11256.0,-8189.0,-2130.0,1730.0
0.0881965160369873,-1916.0,-23640.0,-14468.0,-915.0,-1723.0,1547.0,-848.0,5152.0,-10204.0,-2033.0,152.0,637.0
0.20751667022705078,-1168.0,-24364.0,-12376.0,4392.0,3906.0,-1015.0,244.0,2980.0,-4284.0,6995.0,1724.0,-1274.0
0.32900214195251465,3392.0,-27160.0,-12176.0,10742.0,25185.0,-2936.0,1316.0,-12036.0,7644.0,32330.0,-5393.0,-4458.0
0.38727235794067383,-9648.0,-23116.0,-14584.0,30943.0,32767.0,-1611.0,940.0,-24300.0,-7400.0,32767.0,398.0,-8867.0
0.5082616806030273,8204.0,-23788.0,-5840.0,20077.0,32767.0,-9453.0,-10512.0,-22440.0,-32040.0,32767.0,32767.0,12147.0
0.6297101974487305,6172.0,-15648.0,-14856.0,18019.0,-2294.0,-18717.0,4380.0,96.0,-32768.0,27927.0,-12070.0,13211.0
0.7475299835205078,-14136.0,-16308.0,-11632.0,9360.0,-6284.0,-6228.0,7568.0,15200.0,-32768.0,7881.0,-4301.0,1987.0
0.8075222969055176,-19716.0,-18332.0,-13268.0,-13965.0,7945.0,379.0,-1196.0,15256.0,-30444.0,-8326.0,11135.0,-2300.0
0.9274516105651855,-13936.0,-18072.0,-12896.0,-5727.0,-18602.0,1562.0,-2284.0,11296.0,-24696.0,-18884.0,-8446.0,-1741.0
1.006347417831421,-9828.0,-19304.0,-10440.0,-14355.0,-14867.0,6880.0,-624.0,7192.0,-21012.0,-27971.0,3842.0,-667.0
1.1072704792022705,-9380.0,-20200.0,-9560.0,-14313.0,-27092.0,3883.0,-1152.0,4088.0,-19516.0,-32768.0,4643.0,-3403.0
1.2397873401641846,-5736.0,-20400.0,-8868.0,-10594.0,-32768.0,4046.0,1912.0,2276.0,-18704.0,-32768.0,-463.0,-3756.0
1.2871665954589844,-4552.0,-20144.0,-12516.0,-10840.0,-24640.0,3922.0,-528.0,972.0,-9576.0,-30040.0,-2386.0,-259.0
1.407179832458496,-3696.0,-22600.0,-12576.0,-9518.0,-12657.0,3475.0,-2380.0,3396.0,-7124.0,-15613.0,4572.0,1056.0
1.5278916358947754,-7076.0,-23648.0,-11188.0,-9019.0,-1032.0,-828.0,-4272.0,6908.0,-9952.0,-4147.0,3471.0,-493.0
1.5888397693634033,-7020.0,-23600.0,-13652.0,1261.0,-2995.0,-1507.0,-2540.0,8640.0,-13592.0,-570.0,-1726.0,-780.0
1.7073090076446533,-6796.0,-22396.0,-14020.0,-1292.0,3996.0,-513.0,-1688.0,9356.0,-15152.0,2419.0,2722.0,-748.0
1.8271799087524414,-6516.0,-22120.0,-13612.0,-1533.0,2681.0,-1405.0,-1784.0,9716.0,-16016.0,2205.0,150.0,-222.0
1.8876640796661377,-6456.0,-21916.0,-13876.0,-1144.0,2286.0,-1117.0,-1336.0,9940.0,-15988.0,1752.0,775.0,-562.0
