epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2552.26,1.03414,0.3834,0.84122,0.94093,0.92019,0.94387,0.68842,0.91576,0.31974,0.8361,0.000378143,0.000378143,0.000378143
43,2630.26,1.03242,0.37902,0.83736,0.92846,0.92894,0.94694,0.69878,0.90292,0.31528,0.83721,0.000369324,0.000369324,0.000369324
44,2688.68,1.02839,0.37092,0.83745,0.94192,0.92897,0.94865,0.68679,0.90502,0.31504,0.83505,0.000360433,0.000360433,0.000360433
45,2748.17,1.01719,0.37677,0.83507,0.94757,0.91903,0.9438,0.68968,0.91206,0.3233,0.83502,0.000351479,0.000351479,0.000351479
46,2807.84,1.01292,0.37175,0.83584,0.95924,0.91187,0.94799,0.69226,0.90411,0.31682,0.83334,0.000342472,0.000342472,0.000342472
47,2867.47,1.01693,0.37235,0.83545,0.93448,0.92415,0.94634,0.69649,0.90398,0.3119,0.8359,0.000333419,0.000333419,0.000333419
48,2927.27,1.0033,0.36502,0.83197,0.94104,0.91883,0.94493,0.69797,0.89849,0.31594,0.83581,0.000324331,0.000324331,0.000324331
49,2987.11,1.00768,0.36316,0.8342,0.92123,0.93326,0.94494,0.69194,0.91045,0.3146,0.8361,0.000315216,0.000315216,0.000315216
50,3047.07,0.99754,0.36403,0.83362,0.93275,0.92296,0.94309,0.6941,0.89756,0.31558,0.83484,0.000306082,0.000306082,0.000306082
51,3106.49,0.99276,0.3588,0.83233,0.92604,0.92641,0.94366,0.69369,0.89521,0.31582,0.83326,0.00029694,0.00029694,0.00029694
52,3166.27,0.99363,0.35825,0.83035,0.9433,0.92581,0.94576,0.69194,0.90071,0.3139,0.83571,0.000287798,0.000287798,0.000287798
53,3226.55,0.97555,0.35122,0.82963,0.93018,0.91914,0.94283,0.68962,0.90486,0.32249,0.83421,0.000278664,0.000278664,0.000278664
