epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,57.8956,1.50093,3.25161,0.86929,0.53798,0.45101,0.44492,0.30238,1.12905,1.60691,0.80399,0.000195067,0.000195067,0.000195067
2,128.164,1.37406,1.55084,0.83894,0.80257,0.70225,0.78258,0.51333,1.14464,1.05086,0.80614,0.000390971,0.000390971,0.000390971
3,212.974,1.31026,1.18492,0.83514,0.79392,0.77871,0.84216,0.5628,1.17176,0.88802,0.81171,0.000586493,0.000586493,0.000586493
4,301.685,1.27774,1.00425,0.833,0.85546,0.76437,0.88091,0.60634,1.05101,0.81272,0.80183,0.000586708,0.000586708,0.000586708
5,394.051,1.22992,0.87703,0.82901,0.81729,0.83162,0.89141,0.58127,1.13573,0.68135,0.80496,0.000585705,0.000585705,0.000585705
6,484.736,1.21188,0.77667,0.82606,0.88225,0.85435,0.9146,0.63971,1.00178,0.57615,0.79499,0.000584417,0.000584417,0.000584417
7,576.132,1.19638,0.7167,0.82647,0.84988,0.87773,0.90729,0.6322,1.00353,0.51972,0.7952,0.000582845,0.000582845,0.000582845
8,667.693,1.18145,0.65845,0.82535,0.88802,0.84843,0.91752,0.65919,0.96835,0.5007,0.79368,0.00058099,0.00058099,0.00058099
9,758.988,1.16797,0.60924,0.82529,0.87067,0.88546,0.91899,0.66547,0.94477,0.46779,0.797,0.000578856,0.000578856,0.000578856
10,851.195,1.18903,0.59405,0.82602,0.92509,0.87748,0.92902,0.66685,0.98199,0.43353,0.79389,0.000576443,0.000576443,0.000576443
11,942.112,1.14111,0.55199,0.82292,0.90886,0.87974,0.92431,0.653,0.98538,0.45893,0.80279,0.000573755,0.000573755,0.000573755
12,1033.68,1.13273,0.52916,0.82544,0.91769,0.89214,0.92511,0.67668,0.94032,0.44005,0.8118,0.000570793,0.000570793,0.000570793
13,1123.84,1.14096,0.52001,0.82455,0.92994,0.86393,0.92795,0.66542,0.97008,0.4417,0.82062,0.000567561,0.000567561,0.000567561
14,1213.33,1.11849,0.49611,0.82339,0.90707,0.89618,0.9311,0.67124,0.94757,0.42217,0.82371,0.000564062,0.000564062,0.000564062
15,1304.1,1.09943,0.46794,0.82135,0.92921,0.8892,0.93138,0.67649,0.91687,0.41285,0.81361,0.000560299,0.000560299,0.000560299
16,1397.73,1.11353,0.48285,0.82289,0.89229,0.88195,0.92283,0.66733,0.92951,0.43216,0.82644,0.000556276,0.000556276,0.000556276
17,1490.1,1.09172,0.45972,0.82221,0.94502,0.90147,0.93921,0.67363,0.94237,0.38473,0.83033,0.000551998,0.000551998,0.000551998
18,1581.97,1.07233,0.44119,0.82274,0.89106,0.91636,0.93457,0.68196,0.91498,0.35103,0.8323,0.000547468,0.000547468,0.000547468
19,1673.59,1.09052,0.45409,0.8217,0.89668,0.92615,0.93787,0.68342,0.93334,0.35897,0.8297,0.00054269,0.00054269,0.00054269
20,1763.93,1.08269,0.43756,0.81988,0.89439,0.91428,0.92903,0.67383,0.92753,0.38388,0.82023,0.00053767,0.00053767,0.00053767
21,1857.1,1.06254,0.4197,0.82029,0.96035,0.86681,0.93966,0.67882,0.94361,0.37329,0.83151,0.000532412,0.000532412,0.000532412
22,1949.52,1.05715,0.42139,0.81763,0.88942,0.92294,0.93638,0.68337,0.9043,0.34326,0.83173,0.000526923,0.000526923,0.000526923
23,2039.54,1.0586,0.42766,0.82088,0.92208,0.91921,0.93555,0.68076,0.908,0.34145,0.83228,0.000521206,0.000521206,0.000521206
