timestamp_ms,ax,ay,az,gx,gy,gz
0,1780652263,-9.112299919128418,2.408600091934204,0.08860000222921371,0.01759999990463257,0.08709999918937683,-0.04610000178217888
10,1780652263,-9.167400360107422,2.38700008392334,0.10530000180006027,0.05380000174045563,0.07010000199079514,-0.03970000147819519
20,1780652263,-9.131500244140625,2.475600004196167,0.13410000503063202,0.08340000361204147,0.047200001776218414,-0.0340999998152256
30,1780652263,-9.138699531555176,2.6480000019073486,0.0982000008225441,0.10209999978542328,0.019999999552965164,-0.03139999881386757
40,1780652263,-9.090800285339355,2.7797000408172607,0.05510000139474869,0.09619999676942825,-0.01730000041425228,-0.03889999911189079
50,1780652263,-9.00220012664795,2.8203999996185303,-0.002400000113993883,0.07649999856948853,-0.05730000138282776,-0.05249999836087227
60,1780652263,-8.94950008392334,2.7509000301361084,-0.03350000083446503,0.0568000003695488,-0.07750000059604645,-0.05920000001788139
70,1780652263,-8.904000282287598,2.717400074005127,-0.002400000113993883,0.04879999905824661,-0.0737999975681305,-0.06239999830722809
80,1780652263,-8.89210033416748,2.7964000701904297,0.04309999942779541,0.032499998807907104,-0.049300000071525574,-0.06449999660253525
90,1780652263,-8.98069953918457,2.7653000354766846,0.0982000008225441,0.002099999925121665,-0.016300000250339508,-0.06319999694824219
100,1780652263,-9.016599655151367,2.4972000122070312,0.09099999815225601,-0.010099999606609344,0.027400000020861626,-0.05380000174045563
110,1780652263,-9.102800369262695,2.2242000102996826,-0.009600000455975533,0.01730000041425228,0.07490000128746033,-0.03139999881386757
120,1780652263,-9.251199722290039,2.1428000926971436,-0.13169999420642853,0.0689999982714653,0.11460000276565552,-0.010099999606609344
130,1780652263,-9.375699996948242,2.2528998851776123,-0.2345999926328659,0.11079999804496765,0.1225999966263771,0.003700000001117587
140,1780652263,-9.574399948120117,2.463599920272827,-0.3160000145435333,0.12600000202655792,0.08709999918937683,0.010700000450015068
150,1780652263,-9.643799781799316,2.6839001178741455,-0.3447999954223633,0.09989999979734421,0.008299999870359898,-0.0005000000237487257
160,1780652263,-9.507399559020996,2.8155999183654785,-0.3831000030040741,0.05920000001788139,-0.07509999722242355,0.0005000000237487257
170,1780652263,-9.279899597167969,2.8659000396728516,-0.2921000123023987,0.01119999960064888,-0.13429999351501465,0.0010999999940395355
180,1780652263,-9.093199729919434,2.8970000743865967,-0.15800000727176666,-0.027699999511241913,-0.16949999332427979,0.0031999999191612005
190,1780652263,-8.928000450134277,2.8945999145507812,-0.014399999752640724,-0.04820000007748604,-0.1753000020980835,0.004800000227987766
200,1780652263,-8.628700256347656,2.7221999168395996,0.05270000174641609,-0.06289999932050705,-0.15240000188350677,-0.013100000098347664
210,1780652263,-8.532899856567383,2.4851999282836914,0.05510000139474869,-0.04050000011920929,-0.10019999742507935,-0.026599999517202377
220,1780652263,-8.508999824523926,2.3798000812530518,0.05510000139474869,0.01600000075995922,-0.0340999998152256,-0.04560000076889992
230,1780652263,-8.554499626159668,2.4228999614715576,0.019200000911951065,0.07970000058412552,0.02370000071823597,-0.06159999966621399
240,1780652263,-8.645500183105469,2.635999917984009,-0.040699999779462814,0.12919999659061432,0.06369999796152115,-0.07090000063180923
250,1780652263,-8.738800048828125,2.8276000022888184,-0.11969999969005585,0.1404000073671341,0.07590000331401825,-0.08209999650716782
260,1780652263,-8.791500091552734,2.8227999210357666,-0.19629999995231628,0.1306000053882599,0.0729999989271164,-0.10209999978542328
270,1780652263,-8.827400207519531,2.7414000034332275,-0.2345999926328659,0.12520000338554382,0.08340000361204147,-0.13830000162124634
280,1780652263,-8.781900405883789,2.6910998821258545,-0.3208000063896179,0.13830000162124634,0.1039000004529953,-0.17319999635219574
290,1780652263,-8.753199577331543,2.6480000019073486,-0.40459999442100525,0.15189999341964722,0.13910000026226044,-0.21610000729560852
300,1780652263,-8.834600448608398,2.5977001190185547,-0.6032999753952026,0.17880000174045563,0.1737000048160553,-0.24889999628067017
310,1780652263,-8.97350025177002,2.5473999977111816,-0.9074000120162964,0.20409999787807465,0.20759999752044678,-0.28060001134872437
320,1780652263,-9.042900085449219,2.336699962615967,-1.3695000410079956,0.25290000438690186,0.2498999983072281,-0.3059000074863434
330,1780652263,-9.119500160217285,1.9560999870300293,-2.2600998878479004,0.34290000796318054,0.29580000042915344,-0.3276999890804291
340,1780652263,-9.485799789428711,1.5585999488830566,-3.4619998931884766,0.4823000133037567,0.34850001335144043,-0.3402999937534332
350,1780652263,-10.273500442504883,1.3885999917984009,-4.7621002197265625,0.6650999784469604,0.3720000088214874,-0.3450999855995178
360,1780652263,-11.33180046081543,1.611299991607666,-6.129199981689453,0.809499979019165,0.3165999948978424,-0.3483000099658966
370,1780652263,-12.626999855041504,2.2002999782562256,-7.833799839019775,0.7846999764442444,0.15369999408721924,-0.3102000057697296
380,1780652263,-13.833700180053711,3.004699945449829,-9.756400108337402,0.5504999756813049,-0.07429999858140945,-0.15479999780654907
390,1780652263,-14.32450008392334,3.8475000858306885,-11.520899772644043,0.08020000159740448,-0.2935999929904938,0.11909999698400497
400,1780652263,-14.334099769592285,4.142000198364258,-13.014900207519531,-0.6448000073432922,-0.4383000135421753,0.4372999966144562
410,1780652263,-14.092300415039062,3.931299924850464,-14.552000045776367,-1.5989999771118164,-0.4839000105857849,0.7537999749183655
420,1780652263,-13.92710018157959,3.059799909591675,-15.959699630737305,-2.6989998817443848,-0.40400001406669617,0.9998000264167786
430,1780652263,-13.567899703979492,1.9944000244140625,-17.506399154663086,-3.83870005607605,-0.09989999979734421,1.142899990081787
440,1780652263,-12.950200080871582,0.8044999837875366,-19.096200942993164,-4.892000198364258,0.44020000100135803,1.2477999925613403
450,1780652263,-12.583900451660156,0.5195000171661377,-20.714599609375,-6.064700126647949,1.190000057220459,1.3398000001907349
460,1780652263,-12.787400245666504,0.6632000207901001,-22.062599182128906,-7.4274001121521,2.0302000045776367,1.4817999601364136
470,1780652263,-13.821700096130371,0.7949000000953674,-23.362600326538086,-8.731399536132812,2.7685000896453857,1.7892999649047852
480,1780652263,-15.243900299072266,-0.2345999926328659,-24.317899703979492,-8.731399536132812,3.2202000617980957,2.0692999362945557
490,1780652263,-15.531200408935547,-3.311199903488159,-25.290000915527344,-8.731399536132812,3.4291000366210938,2.3273000717163086
500,1780652263,-14.891900062561035,-7.434000015258789,-25.43120002746582,-8.731399536132812,3.5058000087738037,2.197999954223633
510,1780652263,-14.6141996383667,-11.025300025939941,-24.571699142456055,-8.731399536132812,3.474900007247925,2.124000072479248
520,1780652263,-15.634099960327148,-13.122599601745605,-23.185400009155273,-8.731399536132812,3.1914000511169434,2.0423998832702637
530,1780652263,-16.287799835205078,-14.463399887084961,-21.260499954223633,-8.731399536132812,2.6361000537872314,1.805799961090088
540,1780652263,-15.88070011138916,-16.242300033569336,-19.194299697875977,-8.731399536132812,1.9925999641418457,1.5536999702453613
550,1780652263,-15.330100059509277,-18.796899795532227,-17.856000900268555,-8.731399536132812,1.4133000373840332,1.489300012588501
560,1780652263,-13.759499549865723,-21.432899475097656,-16.70199966430664,-8.731399536132812,1.13510000705719,1.5044000148773193
570,1780652263,-11.566399574279785,-23.35540008544922,-15.018799781799316,-8.731399536132812,1.2545000314712524,1.5511000156402588
580,1780652263,-9.928799629211426,-24.234100341796875,-12.54319953918457,-8.731399536132812,1.669100046157837,1.5511000156402588
590,1780652263,-9.397199630737305,-24.389699935913086,-9.583999633789062,-8.731399536132812,2.197999954223633,1.3688000440597534
600,1780652263,-10.022100448608398,-24.667499542236328,-6.526599884033203,-8.731399536132812,2.573199987411499,1.041100025177002
610,1780652263,-11.358099937438965,-25.206199645996094,-3.6296000480651855,-8.731399536132812,2.671799898147583,0.7215999960899353
620,1780652263,-13.024499893188477,-25.634700775146484,-1.07260000705719,-8.731399536132812,2.470400094985962,0.44769999384880066
630,1780652263,-13.45300006866455,-25.184600830078125,0.7301999926567078,-8.731399536132812,2.015000104904175,0.22089999914169312
640,1780652263,-12.169699668884277,-24.56209945678711,2.504300117492676,-7.803899765014648,1.5892000198364258,0.044199999421834946
650,1780652263,-11.022899627685547,-22.967599868774414,4.1946001052856445,-6.700200080871582,1.3423999547958374,-0.10869999974966049
660,1780652263,-11.180899620056152,-21.988300323486328,5.932799816131592,-5.613800048828125,1.134600043296814,0.164900004863739
670,1780652263,-10.771499633789062,-20.542200088500977,6.490699768066406,-4.551199913024902,1.0154999494552612,-0.1404000073671341
680,1780652263,-10.793100357055664,-18.672399520874023,6.830699920654297,-3.6875998973846436,0.883899986743927,-0.3749000132083893
690,1780652263,-10.637399673461914,-16.802499771118164,6.646299839019775,-2.7239999771118164,0.7548999786376953,-0.2689000070095062
700,1780652263,-9.605500221252441,-14.542400360107422,6.112400054931641,-1.8437000513076782,0.7218000292778015,-0.19529999792575836
710,1780652263,-9.062100410461426,-12.706000328063965,6.272799968719482,-1.3186999559402466,0.7418000102043152,-0.20759999752044678
720,1780652263,-9.15060043334961,-10.848099708557129,5.729300022125244,-0.608299970626831,0.7465999722480774,0.06449999660253525
730,1780652263,-9.753999710083008,-8.777099609375,5.0493998527526855,0.10339999943971634,0.6863999962806702,0.5625
740,1780652263,-9.938300132751465,-6.797100067138672,4.357399940490723,0.5976999998092651,0.4844000041484833,0.578000009059906
750,1780652263,-9.91919994354248,-4.697400093078613,3.8164000511169434,0.7785999774932861,0.2046000063419342,0.2085999995470047
760,1780652263,-9.845000267028809,-3.074199914932251,3.236999988555908,0.8206999897956848,-0.09939999878406525,0.08820000290870667
770,1780652263,-9.325400352478027,-2.490000009536743,2.1140999794006348,1.0628999471664429,-0.33730000257492065,0.05299999937415123
780,1780652263,-8.382100105285645,-1.8028000593185425,1.395799994468689,1.1999000310897827,-0.4474000036716461,-0.025800000876188278
790,1780652263,-7.469900131225586,-1.079800009727478,1.0367000102996826,1.1663000583648682,-0.4016000032424927,-0.05220000073313713
800,1780652263,-7.122799873352051,-0.36149999499320984,0.751800000667572,1.0708999633789062,-0.24490000307559967,0.013899999670684338
810,1780652263,-7.620699882507324,0.3806999921798706,0.45730000734329224,0.8335000276565552,-0.12039999663829803,0.03200000151991844
820,1780652263,-8.389300346374512,0.7159000039100647,0.3734999895095825,0.5033000111579895,-0.06080000102519989,-0.013299999758601189
830,1780652263,-8.90880012512207,0.4860000014305115,0.5076000094413757,0.2531000077724457,-0.053300000727176666,-0.07750000059604645
840,1780652263,-9.057299613952637,0.0,0.6297000050544739,0.125,-0.05249999836087227,-0.1289999932050705
850,1780652263,-9.265600204467773,-0.3734999895095825,1.0104000568389893,0.14949999749660492,-0.05009999871253967,-0.17350000143051147
860,1780652263,-9.782699584960938,-0.35910001397132874,1.2736999988555908,0.28540000319480896,-0.08950000256299973,-0.1979999989271164
870,1780652263,-9.911999702453613,-0.0478999987244606,1.3312000036239624,0.40130001306533813,-0.16519999504089355,-0.1655000001192093
880,1780652263,-9.454700469970703,0.4404999911785126,1.180299997329712,0.4659999907016754,-0.1923999935388565,-0.061000000685453415
890,1780652263,-8.865699768066406,0.9480999708175659,1.0032000541687012,0.47029998898506165,-0.13779999315738678,0.08179999887943268
900,1780652263,-8.544899940490723,1.2664999961853027,0.8738999962806702,0.3720000088214874,-0.0272000003606081,0.20679999887943268
910,1780652263,-8.633500099182129,1.163599967956543,0.6894999742507935,0.21050000190734863,0.08630000054836273,0.2736999988555908
920,1780652263,-8.90880012512207,0.6966999769210815,0.7087000012397766,0.060499999672174454,0.13910000026226044,0.25290000438690186
930,1780652263,-9.22249984741211,0.12449999898672104,0.9074000120162964,-0.05249999836087227,0.12520000338554382,0.14740000665187836
940,1780652263,-9.569600105285645,-0.3424000144004822,1.1516000032424927,-0.07859999686479568,0.06930000334978104,0.004800000227987766
950,1780652263,-9.883299827575684,-0.6057000160217285,1.4629000425338745,-0.01119999960064888,-0.019200000911951065,-0.12710000574588776
960,1780652263,-9.93589973449707,-0.646399974822998,1.7548999786376953,0.11699999868869781,-0.11509999632835388,-0.18889999389648438
970,1780652263,-9.770700454711914,-0.4668999910354614,1.7789000272750854,0.2630000114440918,-0.18870000541210175,-0.1899999976158142
