timestamp_ms,ax,ay,az,gx,gy,gz
0,-8.03969955444336,4.484300136566162,-1.7525999546051025,0.12520000338554382,0.04179999977350235,-0.030899999663233757
10,-8.106800079345703,4.335899829864502,-1.7908999919891357,0.15929999947547913,0.09139999747276306,-0.06710000336170197
20,-8.192999839782715,4.326300144195557,-1.7812999486923218,0.20810000598430634,0.11540000140666962,-0.08389999717473984
30,-8.274399757385254,4.489099979400635,-1.7908999919891357,0.23849999904632568,0.121799997985363,-0.07329999655485153
40,-8.334199905395508,4.560999870300293,-1.7668999433517456,0.2578999996185303,0.1031000018119812,-0.04740000143647194
50,-8.336600303649902,4.59689998626709,-1.7548999786376953,0.2768999934196472,0.06629999727010727,-0.00930000003427267
60,-8.315099716186523,4.67110013961792,-1.8530999422073364,0.28060001134872437,0.04179999977350235,0.0272000003606081
70,-8.329400062561035,4.752500057220459,-1.9057999849319458,0.26489999890327454,0.019999999552965164,0.055399999022483826
80,-8.32699966430664,4.69980001449585,-1.9392999410629272,0.25130000710487366,-0.030400000512599945,0.0729999989271164
90,-8.264800071716309,4.5441999435424805,-2.0062999725341797,0.26089999079704285,-0.0706000030040741,0.06769999861717224
100,-8.176199913024902,4.410099983215332,-2.0374999046325684,0.30000001192092896,-0.07010000199079514,0.043699998408555984
110,-8.135499954223633,4.472400188446045,-2.0062999725341797,0.36399999260902405,-0.04479999840259552,0.024800000712275505
120,-8.140299797058105,4.611199855804443,-2.008699893951416,0.4239000082015991,-0.010700000450015068,0.013299999758601189
130,-8.099599838256836,4.805200099945068,-2.14520001411438,0.4602000117301941,0.0044999998062849045,0.0015999999595806003
140,-8.037300109863281,4.946400165557861,-2.2553000450134277,0.478300005197525,0.02500000037252903,-0.0210999995470047
150,-7.948699951171875,4.876999855041504,-2.3917999267578125,0.5184999704360962,0.066600002348423,-0.0560000017285347
160,-7.917600154876709,4.785999774932861,-2.6407999992370605,0.5986999869346619,0.15109999477863312,-0.08129999786615372
170,-7.881700038909912,4.87939977645874,-2.8610999584198,0.7005000114440918,0.23739999532699585,-0.08500000089406967
180,-7.953499794006348,5.1356000900268555,-3.0525999069213867,0.7967000007629395,0.35920000076293945,-0.053300000727176666
190,-8.180999755859375,5.475500106811523,-3.215399980545044,0.8644000291824341,0.4431000053882599,-0.006399999838322401
200,-8.384499549865723,5.667099952697754,-3.3877999782562256,0.9248999953269958,0.4553999900817871,0.0551999993622303
210,-8.516200065612793,5.559299945831299,-3.624799966812134,0.9959999918937683,0.4244999885559082,0.09539999812841415
220,-8.542499542236328,5.319900035858154,-3.8929998874664307,1.1165000200271606,0.3970000147819519,0.12020000070333481
230,-8.446700096130371,5.209799766540527,-4.151500225067139,1.2632999420166016,0.3882000148296356,0.13699999451637268
240,-8.353400230407715,5.243299961090088,-4.407700061798096,1.4106999635696411,0.4092999994754791,0.14869999885559082
250,-8.204899787902832,5.228899955749512,-4.836299896240234,1.5769000053405762,0.4287000000476837,0.15639999508857727
260,-8.066100120544434,5.382199764251709,-5.214600086212158,1.7319999933242798,0.36910000443458557,0.15719999372959137
270,-7.864999771118164,5.643099784851074,-5.686200141906738,1.829300045967102,0.4999000132083893,0.14180000126361847
280,-7.726099967956543,5.880199909210205,-6.026199817657471,1.9120999574661255,0.5882999897003174,0.12229999899864197
290,-7.72130012512207,5.827499866485596,-6.282400131225586,1.9531999826431274,0.5925999879837036,0.08340000361204147
300,-7.57289981842041,5.485099792480469,-6.438000202178955,2.037100076675415,0.5978999733924866,0.02290000021457672
310,-7.448400020599365,4.908100128173828,-6.421199798583984,2.172499895095825,0.6176999807357788,-0.04639999940991402
320,-7.589600086212158,4.20419979095459,-6.586400032043457,2.344099998474121,0.7152000069618225,-0.11829999834299088
330,-7.972700119018555,3.8210999965667725,-6.830699920654297,2.5357000827789307,0.722100019454956,-0.17270000278949738
340,-8.250399589538574,3.8164000511169434,-6.9766998291015625,2.7005999088287354,0.6376000046730042,-0.1923999935388565
350,-8.066100120544434,4.271299839019775,-7.251999855041504,2.7539000511169434,0.3018999993801117,-0.14710000157356262
360,-7.616000175476074,4.726200103759766,-8.133099555969238,2.6284000873565674,0.11400000005960464,-0.08150000125169754
370,-7.690199851989746,4.989500045776367,-9.047699928283691,2.371000051498413,0.34689998626708984,-0.08370000123977661
380,-8.427599906921387,5.094900131225586,-9.246399879455566,2.0099000930786133,0.5835999846458435,-0.18870000541210175
390,-9.028499603271484,4.814700126647949,-9.040499687194824,1.6059999465942383,0.4966999888420105,-0.33390000462532043
400,-9.203300476074219,3.9456000328063965,-8.947099685668945,1.1691999435424805,0.17669999599456787,-0.4668000042438507
410,-8.98069953918457,2.533099889755249,-8.94950008392334,0.692300021648407,-0.11190000176429749,-0.6141999959945679
420,-8.427599906921387,1.0534000396728516,-8.894499778747559,0.28780001401901245,-0.2289000004529953,-0.8198999762535095
430,-7.886499881744385,-0.14839999377727509,-8.796299934387207,-0.048500001430511475,-0.07490000128746033,-1.028499960899353
440,-7.922399997711182,-0.5601999759674072,-8.935199737548828,-0.4465999901294708,0.2653999924659729,-1.2065000534057617
450,-8.693300247192383,-0.3303999900817871,-8.781900405883789,-0.8521000146865845,0.5902000069618225,-1.308899998664856
460,-9.564800262451172,0.24899999797344208,-8.042099952697754,-1.3502000570297241,0.6891000270843506,-1.3193000555038452
470,-10.199299812316895,0.7159000039100647,-8.080400466918945,-2.0852999687194824,0.4927000105381012,-1.2207000255584717
480,-10.16819953918457,0.9121999740600586,-8.245599746704102,-2.910599946975708,0.17829999327659607,-1.163599967956543
490,-9.65820026397705,0.8571000099182129,-8.355799674987793,-3.778700113296509,0.05040000006556511,-1.15910005569458
500,-9.10990047454834,0.20350000262260437,-8.231300354003906,-4.587699890136719,0.11479999870061874,-1.1414999961853027
510,-8.681400299072266,-0.3831000030040741,-7.814700126647949,-5.381199836730957,0.24619999527931213,-1.1402000188827515
520,-8.894499778747559,-1.2689000368118286,-7.355000019073486,-6.103600025177002,0.31869998574256897,-1.1851999759674072
530,-8.384499549865723,-2.829900026321411,-6.789999961853027,-6.513700008392334,0.14900000393390656,-1.2032999992370605
540,-7.6230998039245605,-3.5673999786376953,-6.162700176239014,-6.865099906921387,0.12120000272989273,-1.1969000101089478
550,-6.84499979019165,-2.375,-5.79640007019043,-7.414899826049805,0.4262999892234802,-1.2936999797821045
560,-6.320700168609619,0.40220001339912415,-5.968699932098389,-8.357099533081055,1.0283000469207764,-1.4333000183105469
570,-6.110000133514404,3.1005001068115234,-6.4116997718811035,-8.731399536132812,1.5735000371932983,-1.5921000242233276
580,-5.746099948883057,3.9072999954223633,-6.933599948883057,-8.731399536132812,1.8473999500274658,-1.8036999702453613
590,-4.606400012969971,2.5473999977111816,-8.52340030670166,-8.731399536132812,2.093899965286255,-2.014699935913086
600,-4.309599876403809,-1.0080000162124634,-11.518500328063965,-8.731399536132812,2.5945000648498535,-2.222599983215332
610,-5.36299991607666,-4.620800018310547,-14.039600372314453,-8.731399536132812,3.033400058746338,-2.512200117111206
620,-5.703000068664551,-9.366100311279297,-16.88629913330078,-8.731399536132812,3.6124000549316406,-2.670799970626831
630,-8.27910041809082,-15.186400413513184,-18.95009994506836,-8.731399536132812,3.989500045776367,-2.8113999366760254
640,-9.34220027923584,-18.284500122070312,-18.191099166870117,-8.731399536132812,3.200500011444092,-2.9937000274658203
650,-9.402000427246094,-17.867900848388672,-14.470600128173828,-8.731399536132812,2.921999931335449,-2.8364999294281006
660,-11.698100090026855,-15.655699729919434,-11.341300010681152,-8.731399536132812,2.7578999996185303,-2.930799961090088
670,-13.503299713134766,-12.598299980163574,-10.125100135803223,-8.731399536132812,1.6030000448226929,-3.1252999305725098
680,-13.29259967803955,-10.606300354003906,-10.163399696350098,-8.731399536132812,-0.09430000185966492,-2.938499927520752
690,-12.074000358581543,-9.639100074768066,-9.981399536132812,-8.731399536132812,-1.5707999467849731,-2.5638999938964844
700,-8.992600440979004,-9.095600128173828,-9.3996000289917,-8.731399536132812,-2.264699935913086,-2.0924999713897705
710,-5.667099952697754,-9.241600036621094,-7.900899887084961,-8.731399536132812,-1.9103000164031982,-1.6574000120162964
720,-3.7230000495910645,-9.583999633789062,-4.460400104522705,-8.731399536132812,-0.25130000710487366,-1.478600025177002
730,-4.838699817657471,-10.759499549865723,-1.73580002784729,-8.731399536132812,2.0346999168395996,-1.555299997329712
740,-8.506600379943848,-12.196100234985352,0.03590000048279762,-8.731399536132812,3.9498000144958496,-1.544700026512146
750,-17.20949935913086,-13.13700008392334,7.091599941253662,-7.330399990081787,3.219099998474121,-1.219599962234497
760,-18.066600799560547,-12.409099578857422,5.906499862670898,-5.412399768829346,0.7730000019073486,-0.3499000072479248
770,-13.986900329589844,-11.911199569702148,4.829100131988525,-3.5527000427246094,-1.0283000469207764,0.5385000109672546
780,-10.084400177001953,-10.728400230407715,3.0933001041412354,-2.2667999267578125,-1.20169997215271,1.073799967765808
790,-7.989500045776367,-9.361300468444824,2.1738998889923096,-1.1466000080108643,-0.48899999260902405,1.2252000570297241
800,-8.875300407409668,-7.302299976348877,2.4421000480651855,-0.4065999984741211,0.13189999759197235,1.1822999715805054
810,-9.583999633789062,-5.611999988555908,2.1189000606536865,-0.12790000438690186,0.042100001126527786,1.0296000242233276
820,-8.999799728393555,-4.218599796295166,1.089400053024292,-0.23980000615119934,-0.1768999993801117,0.7929999828338623
830,-8.410799980163574,-3.4237000942230225,0.39259999990463257,-0.5914999842643738,-0.09650000184774399,0.5199000239372253
840,-8.894499778747559,-3.0071001052856445,0.4812000095844269,-0.9437999725341797,0.06849999725818634,0.31709998846054077
850,-9.478599548339844,-2.7221999168395996,0.7876999974250793,-1.1787999868392944,0.03779999911785126,0.26249998807907104
860,-9.569600105285645,-2.748500108718872,1.1301000118255615,-1.221500039100647,0.019700000062584877,0.33649998903274536
870,-9.847399711608887,-2.635999917984009,1.4629000425338745,-1.105299949645996,0.11400000005960464,0.4706000089645386
880,-10.113100051879883,-2.475600004196167,1.8243999481201172,-0.906000018119812,0.11559999734163284,0.6320000290870667
890,-10.048500061035156,-2.2888998985290527,1.8770999908447266,-0.6976000070571899,0.10180000215768814,0.760200023651123
900,-10.110699653625488,-2.1547999382019043,1.8387000560760498,-0.49540001153945923,0.1281999945640564,0.8065999746322632
910,-10.266300201416016,-1.9823999404907227,1.7933000326156616,-0.3292999863624573,0.08900000154972076,0.7791000008583069
920,-10.247200012207031,-1.7764999866485596,1.6927000284194946,-0.1987999975681305,0.04639999940991402,0.6935999989509583
930,-10.069999694824219,-1.510699987411499,1.5921000242233276,-0.08739999681711197,-0.02239999920129776,0.5723999738693237
940,-9.667799949645996,-1.180299997329712,1.4341000318527222,0.009600000455975533,-0.03620000183582306,0.43220001459121704
950,-9.691699981689453,-0.7182999849319458,1.3598999977111816,0.09109999984502792,0.049800001084804535,0.29840001463890076
960,-9.931099891662598,-0.12449999898672104,1.3167999982833862,0.13830000162124634,0.037300001829862595,0.2361000031232834
970,-9.694100379943848,0.24660000205039978,1.0606000423431396,0.15610000491142273,-0.022600000724196434,0.20520000159740448
980,-9.583999633789062,0.5052000284194946,0.8881999850273132,0.16120000183582306,0.049300000071525574,0.20170000195503235
990,-9.725199699401855,0.6942999958992004,0.8690999746322632,0.14149999618530273,0.0729999989271164,0.22920000553131104
1000,-9.782699584960938,0.6535999774932861,0.7709000110626221,0.11670000106096268,0.05490000173449516,0.2669999897480011
1010,-9.713299751281738,0.5148000121116638,0.6632000207901001,0.11190000176429749,0.06689999997615814,0.2919999957084656
1020,-9.737199783325195,0.48840001225471497,0.6751999855041504,0.11400000005960464,0.0940999984741211,0.2930999994277954
1030,-9.78030014038086,0.531499981880188,0.7422000169754028,0.12710000574588776,0.040800001472234726,0.2946999967098236
1040,-9.457099914550781,0.6607999801635742,0.6728000044822693,0.13940000534057617,0.002099999925121665,0.27230000495910645
1050,-9.337400436401367,0.8379999995231628,0.6297000050544739,0.14259999990463257,0.038600001484155655,0.2011999934911728
1060,-9.397199630737305,1.0223000049591064,0.6297000050544739,0.11800000071525574,0.03920000046491623,0.10689999908208847
1070,-9.452300071716309,1.0606000423431396,0.636900007724762,0.08500000089406967,-0.004000000189989805,0.01810000091791153
1080,-9.435500144958496,1.1253000497817993,0.6776000261306763,0.0575999990105629,-0.04450000077486038,-0.03620000183582306
1090,-9.35890007019043,1.1085000038146973,0.6847000122070312,0.03200000151991844,-0.06260000169277191,-0.0575999990105629
1100,-9.440299987792969,0.9624999761581421,0.7925000190734863,0.019500000402331352,-0.0544000007212162,-0.05139999836683273
1110,-9.35890007019043,0.8690999746322632,0.8762999773025513,0.014700000174343586,-0.0689999982714653,-0.026599999517202377
1120,-9.27750015258789,0.7494000196456909,0.9218000173568726,0.026399999856948853,-0.04740000143647194,-0.006399999838322401
1130,-9.351799964904785,0.6728000044822693,1.0198999643325806,0.06530000269412994,-0.03139999881386757,0.01119999960064888
1140,-9.193699836730957,0.656000018119812,0.979200005531311,0.12020000070333481,-0.06340000033378601,0.025800000876188278
1150,-8.975899696350098,0.746999979019165,0.8284000158309937,0.16840000450611115,-0.042100001126527786,0.012299999594688416
1160,-8.956700325012207,0.7638000249862671,0.7135000228881836,0.20090000331401825,-0.012299999594688416,-0.05139999836683273
1170,-9.088399887084961,0.8859000205993652,0.5458999872207642,0.21529999375343323,0.008299999870359898,-0.133200004696846
1180,-9.229599952697754,1.1588000059127808,0.5866000056266785,0.17589999735355377,-0.06499999761581421,-0.15530000627040863
1190,-8.877699851989746,1.1444000005722046,0.4142000079154968,0.09939999878406525,-0.11190000176429749,-0.1647000014781952
1200,-8.911199569702148,1.0606000423431396,0.423799991607666,0.040800001472234726,-0.002899999963119626,-0.16359999775886536
1210,-9.3302001953125,1.07260000705719,0.6248999834060669,-0.01119999960064888,0.03759999945759773,-0.11479999870061874
1220,-9.258399963378906,0.9312999844551086,0.5938000082969666,-0.042899999767541885,-0.012000000104308128,-0.032499998807907104
1230,-9.186599731445312,0.8021000027656555,0.5195000171661377,-0.02930000051856041,0.07460000365972519,0.03920000046491623
1240,-9.413999557495117,0.746999979019165,0.6297000050544739,-0.0052999998442828655,0.10289999842643738,0.10260000079870224
1250,-9.375699996948242,0.6129000186920166,0.5842000246047974,0.023399999365210533,0.0658000037074089,0.1363999992609024
1260,-9.191300392150879,0.5435000061988831,0.49079999327659607,0.07090000063180923,0.07329999655485153,0.12389999628067017
1270,-9.241600036621094,0.5745999813079834,0.536300003528595,0.09269999712705612,0.07109999656677246,0.08290000259876251
1280,-9.236800193786621,0.5914000272750854,0.5052000284194946,0.10260000079870224,0.03460000082850456,0.007699999958276749
1290,-9.380499839782715,0.6607999801635742,0.5626000165939331,0.11320000141859055,0.015699999406933784,-0.06419999897480011
1300,-9.430800437927246,0.7709000110626221,0.5842000246047974,0.12919999659061432,-0.048500001430511475,-0.11640000343322754
1310,-9.435500144958496,0.840399980545044,0.651199996471405,0.15449999272823334,-0.08820000290870667,-0.12520000338554382
1320,-9.27750015258789,0.9456999897956848,0.5842000246047974,0.18389999866485596,-0.10209999978542328,-0.10180000215768814
1330,-9.229599952697754,1.0917999744415283,0.536300003528595,0.20280000567436218,-0.049300000071525574,-0.0544000007212162
1340,-9.313400268554688,1.2138999700546265,0.4693000018596649,0.18970000743865967,-0.019700000062584877,0.012500000186264515
1350,-9.205699920654297,1.2353999614715576,0.3783000111579895,0.147599995136261,-0.012000000104308128,0.09189999848604202
1360,-9.064399719238281,1.2115000486373901,0.24899999797344208,0.09459999948740005,0.042899999767541885,0.15289999544620514
1370,-9.19849967956543,1.1516000032424927,0.2777000069618225,0.03060000017285347,0.12359999865293503,0.1768999993801117
1380,-9.368499755859375,1.1013000011444092,0.328000009059906,-0.03460000082850456,0.12120000272989273,0.1899999976158142
1390,-9.296699523925781,0.9815999865531921,0.3447999954223633,-0.07699999958276749,0.10949999839067459,0.17800000309944153
1400,-9.354100227355957,0.7972999811172485,0.39500001072883606,-0.07970000058412552,0.14920000731945038,0.12200000137090683
1410,-9.624699592590332,0.6800000071525574,0.5148000121116638,-0.04500000178813934,0.1371999979019165,0.03970000147819519
1420,-9.732399940490723,0.6776000261306763,0.6176999807357788,0.0031999999191612005,0.05920000001788139,-0.030400000512599945
1430,-9.655799865722656,0.6919000148773193,0.5985999703407288,0.05169999971985817,-0.03999999910593033,-0.07670000195503235
1440,-9.571999549865723,0.6776000261306763,0.5914000272750854,0.10530000180006027,-0.05779999867081642,-0.11460000276565552
1450,-9.540900230407715,0.7613999843597412,0.5577999949455261,0.1428000032901764,-0.07779999822378159,-0.1234000027179718
1460,-9.375699996948242,0.8738999962806702,0.5435000061988831,0.15000000596046448,-0.08389999717473984,-0.1031000018119812
1470,-9.299099922180176,0.9193999767303467,0.5242999792098999,0.131400004029274,-0.03970000147819519,-0.06790000200271606
1480,-9.363699913024902,0.9936000108718872,0.5052000284194946,0.09220000356435776,-0.006899999920278788,-0.01489999983459711
1490,-9.303899765014648,1.0198999643325806,0.39980000257492065,0.03280000016093254,-0.005900000222027302,0.04529999941587448
1500,-9.22249984741211,0.9121999740600586,0.323199987411499,-0.01759999990463257,0.05139999836683273,0.07429999858140945
1510,-9.521699905395508,0.8906000256538391,0.328000009059906,-0.04450000077486038,0.11299999803304672,0.08579999953508377
1520,-9.612700462341309,0.7684999704360962,0.2393999993801117,-0.06260000169277191,0.06210000067949295,0.09009999781847
1530,-9.600700378417969,0.6776000261306763,0.2345999926328659,-0.05249999836087227,0.05999999865889549,0.07349999994039536
1540,-9.663000106811523,0.6439999938011169,0.36390000581741333,-0.027699999511241913,0.03620000183582306,0.03889999911189079
1550,-9.617500305175781,0.6104999780654907,0.45010000467300415,0.01119999960064888,-0.024800000712275505,0.0035000001080334187
1560,-9.457099914550781,0.6439999938011169,0.4693000018596649,0.049300000071525574,-0.059700001031160355,-0.02800000086426735
1570,-9.335000038146973,0.7350000143051147,0.5027999877929688,0.07509999722242355,-0.07270000129938126,-0.04610000178217888
1580,-9.325400352478027,0.8259999752044678,0.5267000198364258,0.08739999681711197,-0.07410000264644623,-0.0364999994635582
1590,-9.193699836730957,0.9121999740600586,0.5170999765396118,0.08150000125169754,-0.0940999984741211,0.0013000000035390258
1600,-9.042900085449219,0.9337000250816345,0.49799999594688416,0.06949999928474426,-0.049300000071525574,0.04320000112056732
1610,-9.148200035095215,0.9959999918937683,0.45969998836517334,0.0544000007212162,0.0,0.08500000089406967
1620,-9.119500160217285,1.0511000156402588,0.31119999289512634,0.02879999950528145,0.017899999395012856,0.1340000033378601
1630,-9.18179988861084,1.0439000129699707,0.22509999573230743,-0.0013000000035390258,0.07490000128746033,0.15369999408721924
1640,-9.385299682617188,1.0463000535964966,0.25380000472068787,-0.04050000011920929,0.09109999984502792,0.15000000596046448
1650,-9.373299598693848,0.9193999767303467,0.2370000034570694,-0.07010000199079514,0.061000000685453415,0.13670000433921814
1660,-9.385299682617188,0.8522999882698059,0.30649998784065247,-0.07890000194311142,0.06239999830722809,0.10580000281333923
1670,-9.495400428771973,0.8068000078201294,0.45730000734329224,-0.06710000336170197,0.05220000073313713,0.07090000063180923
1680,-9.480999946594238,0.7828999757766724,0.6201000213623047,-0.04340000078082085,0.005100000184029341,0.05009999871253967
1690,-9.347000122070312,0.8356000185012817,0.7087000012397766,-0.00559999980032444,-0.014399999752640724,0.0357000008225441
1700,-9.368499755859375,0.9002000093460083,0.7350000143051147,0.03920000046491623,0.0019000000320374966,0.023399999365210533
1710,-9.37090015411377,0.9577000141143799,0.751800000667572,0.08209999650716782,-0.013299999758601189,0.026900000870227814
1720,-9.229599952697754,1.0654000043869019,0.6392999887466431,0.10999999940395355,-0.026599999517202377,0.042100001126527786
1730,-9.15060043334961,1.1371999979019165,0.541100025177002,0.11029999703168869,-0.0003000000142492354,0.04529999941587448
1740,-9.200900077819824,1.173200011253357,0.40700000524520874,0.08229999989271164,0.02290000021457672,0.03680000081658363
1750,-9.275099754333496,1.1756000518798828,0.2992999851703644,0.04129999876022339,0.019200000911951065,0.021800000220537186
1760,-9.332599639892578,1.0988999605178833,0.2921000123023987,0.00430000014603138,0.017100000753998756,0.009600000455975533
1770,-9.440299987792969,1.048699975013733,0.31119999289512634,-0.01679999940097332,0.019200000911951065,0.004800000227987766
1780,-9.459500312805176,0.9959999918937683,0.36149999499320984,-0.021299999207258224,0.010900000110268593,-0.0005000000237487257
1790,-9.440299987792969,0.9815999865531921,0.41179999709129333,-0.01119999960064888,0.00989999994635582,-0.007199999876320362
1800,-9.469099998474121,0.974399983882904,0.4860000014305115,0.004800000227987766,0.008799999952316284,-0.01730000041425228
1810,-9.480999946594238,0.955299973487854,0.5673999786376953,0.02160000056028366,-0.01759999990463257,-0.01889999955892563
