timestamp,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0.025432586669921875,-4620.0,-22120.0,-10716.0,1637.0,-3512.0,6211.0,1252.0,12752.0,-6580.0,-533.0,126.0,8277.0
0.08492875099182129,-5968.0,-21792.0,-10452.0,1676.0,-870.0,5126.0,1984.0,14532.0,-6552.0,1541.0,-701.0,7558.0
0.2051715850830078,-7196.0,-21200.0,-9900.0,2438.0,12.0,4175.0,2572.0,16256.0,-7444.0,2375.0,-1454.0,6738.0
0.32553577423095703,-8180.0,-20148.0,-10224.0,1248.0,-181.0,4154.0,5656.0,17880.0,-10384.0,1256.0,-1237.0,4121.0
0.38564205169677734,-7192.0,-20036.0,-11236.0,-1957.0,-4234.0,1480.0,9748.0,15668.0,-13300.0,-5878.0,-625.0,-5681.0
0.5070347785949707,-1292.0,-20640.0,-10184.0,-3336.0,-11459.0,-8689.0,11936.0,4696.0,-12652.0,-19187.0,-1572.0,-22098.0
0.6253213882446289,-2968.0,-22228.0,-13688.0,-6378.0,-10459.0,-16306.0,13736.0,-11292.0,-13444.0,-30509.0,-6810.0,-32768.0
0.7446582317352295,7740.0,-23652.0,-15480.0,-13549.0,-14573.0,-22268.0,11540.0,-32768.0,-14284.0,-32768.0,-4537.0,-32768.0
0.8061180114746094,10704.0,-26852.0,-17260.0,-17523.0,2932.0,-22649.0,8192.0,-27824.0,-10960.0,-27856.0,9080.0,-28210.0
0.9269909858703613,368.0,-21836.0,-14928.0,-10655.0,19895.0,-18358.0,7624.0,-8568.0,-8860.0,-11641.0,20535.0,-15288.0
1.046623945236206,-508.0,-15612.0,-13152.0,-1065.0,-1095.0,-2831.0,8028.0,1312.0,-8168.0,-1879.0,584.0,-1611.0
1.1052839756011963,3716.0,-17148.0,-14332.0,4891.0,-10740.0,11205.0,12096.0,-4512.0,-9852.0,8521.0,-10761.0,15294.0
1.226473331451416,2868.0,-20468.0,-17004.0,8141.0,2747.0,19443.0,11820.0,-12824.0,-9628.0,20782.0,-3246.0,22452.0
1.2886133193969727,2372.0,-26556.0,-14000.0,8958.0,7938.0,25675.0,9928.0,-21096.0,-8072.0,26745.0,1557.0,26262.0
1.4084572792053223,980.0,-26812.0,-9644.0,8482.0,2382.0,20768.0,7748.0,-18712.0,-7808.0,24173.0,-2319.0,32406.0
1.5876142978668213,-1516.0,-22268.0,-10032.0,8757.0,2714.0,13943.0,9920.0,-8160.0,-8180.0,21332.0,-2723.0,30985.0
1.5877788066864014,-4332.0,-20672.0,-10920.0,2695.0,-627.0,6768.0,9668.0,5732.0,-9960.0,13846.0,2415.0,21322.0
1.767146110534668,-6500.0,-18592.0,-10056.0,3666.0,458.0,649.0,9148.0,11456.0,-9816.0,5332.0,-1569.0,9069.0
1.824901819229126,-8732.0,-19612.0,-8964.0,-2799.0,1783.0,-3828.0,7624.0,16520.0,-7388.0,834.0,5413.0,1034.0
2.0047755241394043,-9504.0,-20644.0,-8532.0,-1146.0,411.0,-1973.0,5104.0,18216.0,-4596.0,-1267.0,2227.0,-1847.0
2.004981517791748,-8424.0,-20628.0,-8224.0,-584.0,-59.0,-225.0,3616.0,16992.0,-4136.0,-257.0,1973.0,-263.0
2.125483989715576,-8240.0,-20852.0,-8588.0,1399.0,-902.0,472.0,4164.0,16536.0,-4992.0,-681.0,-508.0,496.0
2.185094118118286,-8316.0,-20348.0,-9168.0,443.0,-512.0,12.0,4912.0,16120.0,-5244.0,-582.0,-35.0,121.0
2.3060595989227295,-7924.0,-20368.0,-9016.0,-98.0,220.0,-255.0,4476.0,16176.0,-5176.0,-17.0,331.0,-332.0
2.425053119659424,-8224.0,-20600.0,-8648.0,-303.0,127.0,-195.0,4360.0,16512.0,-4976.0,57.0,581.0,-200.0
2.4848453998565674,-8372.0,-20772.0,-8596.0,-293.0,7.0,-17.0,4520.0,16464.0,-5132.0,-100.0,327.0,-3.0
2.667268753051758,-8360.0,-20704.0,-8772.0,-143.0,29.0,-61.0,4804.0,16580.0,-5088.0,132.0,10.0,278.0
2.7313947677612305,-7828.0,-20648.0,-8640.0,-224.0,164.0,-337.0,4592.0,16280.0,-5120.0,18.0,497.0,-58.0
