timestamp_ms,ax,ay,az,gx,gy,gz
0,1780983846,0.2513999938964844,1.1660000085830688,9.009400367736816,0.2353000044822693,0.012000000104308128,0.08950000256299973
10,1780983846,0.2944999933242798,1.2546000480651855,8.844200134277344,0.20200000703334808,-0.02419999986886978,0.07829999923706055
20,1780983846,0.2824999988079071,1.2689000368118286,8.726900100708008,0.14229999482631683,-0.04340000078082085,0.06549999862909317
30,1780983846,0.2321999967098236,1.280900001525879,8.808300018310547,0.07649999856948853,-0.040800001472234726,0.06340000033378601
40,1780983846,0.15559999644756317,1.2522000074386597,8.928000450134277,0.027400000020861626,-0.03280000016093254,0.0674000009894371
50,1780983846,0.10300000011920929,1.1540000438690186,9.275099754333496,0.011500000022351742,-0.0364999994635582,0.07460000365972519
60,1780983846,0.08860000222921371,1.1229000091552734,9.734800338745117,0.05920000001788139,-0.049300000071525574,0.0892999991774559
70,1780983846,0.09099999815225601,1.0917999744415283,10.089200019836426,0.15800000727176666,-0.055399999022483826,0.11460000276565552
80,1780983846,0.16519999504089355,1.096500039100647,10.077199935913086,0.2549999952316284,-0.04100000113248825,0.11720000207424164
90,1780983846,0.17479999363422394,1.1253000497817993,9.967100143432617,0.3154999911785126,-0.0333000011742115,0.1039000004529953
100,1780983846,0.16519999504089355,1.2353999614715576,9.856900215148926,0.335999995470047,-0.03840000182390213,0.08309999853372574
110,1780983846,0.16760000586509705,1.3767000436782837,9.689299583435059,0.33489999175071716,-0.0340999998152256,0.0658000037074089
120,1780983846,0.1459999978542328,1.4174000024795532,9.55049991607666,0.3181999921798706,-0.01600000075995922,0.05380000174045563
130,1780983846,0.11969999969005585,1.5154999494552612,9.418800354003906,0.29660001397132874,0.006399999838322401,0.04769999906420708
140,1780983846,0.11010000109672546,1.5993000268936157,9.279899597167969,0.2689000070095062,0.01810000091791153,0.04960000142455101
150,1780983846,0.11010000109672546,1.5753999948501587,9.246399879455566,0.2410999983549118,0.018400000408291817,0.05040000006556511
