epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1784.93,0.9005,0.42595,0.84709,0.95293,0.93023,0.94386,0.69286,0.83596,0.38459,0.84061,0.000378143,0.000378143,0.000378143
43,1826.41,0.89323,0.42193,0.84499,0.94331,0.93004,0.94402,0.6945,0.81777,0.37636,0.84022,0.000369324,0.000369324,0.000369324
44,1868.5,0.88771,0.42252,0.84304,0.95836,0.93562,0.94789,0.69854,0.81484,0.37411,0.83781,0.000360433,0.000360433,0.000360433
45,1910.1,0.89042,0.42301,0.843,0.94586,0.9355,0.94931,0.69463,0.81743,0.37794,0.83791,0.000351479,0.000351479,0.000351479
46,1955.41,0.88435,0.41946,0.84254,0.95562,0.92436,0.94506,0.68645,0.8265,0.37816,0.83813,0.000342472,0.000342472,0.000342472
47,1999.14,0.88412,0.4178,0.84271,0.94054,0.92964,0.9402,0.68594,0.82912,0.38195,0.83999,0.000333419,0.000333419,0.000333419
48,2042.55,0.87626,0.4125,0.83952,0.95035,0.93634,0.94295,0.6967,0.81682,0.37483,0.83846,0.000324331,0.000324331,0.000324331
49,2085.99,0.8715,0.40825,0.84019,0.95204,0.92744,0.94359,0.69443,0.82707,0.38044,0.84202,0.000315216,0.000315216,0.000315216
50,2130.5,0.86028,0.40778,0.84115,0.95173,0.92927,0.94388,0.69133,0.82873,0.37553,0.83992,0.000306082,0.000306082,0.000306082
51,2174.19,0.86628,0.40631,0.84063,0.95351,0.92453,0.94447,0.68709,0.82445,0.37674,0.83782,0.00029694,0.00029694,0.00029694
52,2217.89,0.86327,0.40803,0.83911,0.95411,0.92819,0.94466,0.69344,0.81374,0.37139,0.83829,0.000287798,0.000287798,0.000287798
53,2260.93,0.86493,0.40337,0.84005,0.94589,0.92993,0.93837,0.69155,0.81247,0.36524,0.83721,0.000278664,0.000278664,0.000278664
54,2301.73,0.85281,0.40082,0.83797,0.9394,0.93779,0.94306,0.69617,0.80413,0.36702,0.83633,0.000269549,0.000269549,0.000269549
