epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,40.3694,1.60068,3.53995,0.00272,0.30977,0.38472,0.28126,0.18181,1.27641,1.99875,0.00277,0.000194946,0.000194946,0.000194946
2,80.071,1.40507,1.81454,0.00225,0.66365,0.61988,0.64752,0.41932,1.23235,1.34857,0.00266,0.000390851,0.000390851,0.000390851
3,121.608,1.347,1.4048,0.00217,0.77523,0.69196,0.77019,0.52699,1.11905,1.01613,0.00243,0.000586373,0.000586373,0.000586373
4,164.613,1.31749,1.16368,0.00212,0.80151,0.72273,0.80681,0.54776,1.09599,0.86392,0.00237,0.000586708,0.000586708,0.000586708
5,208.766,1.29064,1.01084,0.00206,0.75421,0.7886,0.84631,0.59754,1.05367,0.75296,0.00227,0.000585705,0.000585705,0.000585705
6,254.497,1.27308,0.92141,0.00205,0.83526,0.81474,0.88079,0.61645,1.07623,0.69205,0.00238,0.000584417,0.000584417,0.000584417
7,300.241,1.24171,0.83199,0.00197,0.85459,0.81579,0.88569,0.6159,1.04126,0.63304,0.00222,0.000582845,0.000582845,0.000582845
8,347.338,1.23453,0.78013,0.00192,0.89547,0.82961,0.90485,0.63781,1.00154,0.56265,0.00214,0.00058099,0.00058099,0.00058099
9,394.05,1.22233,0.7217,0.00192,0.89095,0.85461,0.91147,0.64258,1.00767,0.52839,0.00215,0.000578856,0.000578856,0.000578856
10,441.119,1.21117,0.68314,0.00191,0.88739,0.86334,0.91875,0.64014,1.01521,0.51066,0.00219,0.000576443,0.000576443,0.000576443
11,489.244,1.19816,0.65181,0.00188,0.8918,0.86903,0.91546,0.64834,0.99129,0.48438,0.00212,0.000573755,0.000573755,0.000573755
12,537.057,1.18132,0.60679,0.00185,0.90173,0.85627,0.91779,0.65073,0.99384,0.44935,0.00212,0.000570793,0.000570793,0.000570793
13,585.759,1.20588,0.59998,0.00187,0.90048,0.8722,0.92309,0.65594,0.98833,0.44312,0.00211,0.000567561,0.000567561,0.000567561
14,634.068,1.16738,0.56468,0.00182,0.89179,0.89375,0.92796,0.659,0.97228,0.42931,0.00208,0.000564062,0.000564062,0.000564062
